id	sha256	cache	filename	group	realm	mode	slug	mode_source	records	captured	path	locale	build	header_hex	parser_revision
1	c10ce8a0ce37a20473c64fb1198220562bec918ada4bb2978b1e544ee6379aa2	creaturecache	creaturecache.wdb	Rexxar - Conquest of Azeroth	Rexxar	Conquest of Azeroth	conquest-of-azeroth	modes.json	5455	2026-08-31	sources/1/c10ce8a0ce37a20473c64fb1198220562bec918ada4bb2978b1e544ee6379aa2.wdb	enUS	12340	424f4d573430000053556e656c000000010000006f60736a	2026-09-11.2
2	c560ac4e798bb64676a0e11d562b03d52ca11dcf84934e2722868424b22482cf	gameobjectcache	gameobjectcache.wdb	Rexxar - Conquest of Azeroth	Rexxar	Conquest of Azeroth	conquest-of-azeroth	modes.json	5273	2026-08-31	sources/2/c560ac4e798bb64676a0e11d562b03d52ca11dcf84934e2722868424b22482cf.wdb	enUS	12340	424f47573430000053556e65a0000000010000006f60736a	2026-09-11.2
3	01385ce827e95dfa695e111c5b387f0251d23012c683dbeb56ff60ab795e098e	itemcache	itemcache.wdb	Rexxar - Conquest of Azeroth	Rexxar	Conquest of Azeroth	conquest-of-azeroth	modes.json	31503	2026-08-31	sources/3/01385ce827e95dfa695e111c5b387f0251d23012c683dbeb56ff60ab795e098e.wdb	enUS	12340	424449573430000053556e6504020000050000006f60736a	2026-09-11.2
4	879bd9b2556e6292d46cd343beb29f1cea6158a08c6180e0f697e2c45de351e2	itemnamecache	itemnamecache.wdb	Rexxar - Conquest of Azeroth	Rexxar	Conquest of Azeroth	conquest-of-azeroth	modes.json	843	2026-08-31	sources/4/879bd9b2556e6292d46cd343beb29f1cea6158a08c6180e0f697e2c45de351e2.wdb	enUS	12340	42444e573430000053556e6508000000010000006f60736a	2026-09-11.2
5	42c064452e5d397571969722167de04d93d51124b9d5497bea26fe7b59360f7c	(non-standard)	itemstatcache.wdb	Rexxar - Conquest of Azeroth	Rexxar	Conquest of Azeroth	conquest-of-azeroth	modes.json	0	2026-08-31	sources/5/42c064452e5d397571969722167de04d93d51124b9d5497bea26fe7b59360f7c.wdb	unknown	1787155823		2026-09-11.2
6	61f4e343034bbb3d2d46918e725164652db373ca4f109de5411b0c7cf7ba882b	itemtextcache	itemtextcache.wdb	Rexxar - Conquest of Azeroth	Rexxar	Conquest of Azeroth	conquest-of-azeroth	modes.json	0	2026-08-31	sources/6/61f4e343034bbb3d2d46918e725164652db373ca4f109de5411b0c7cf7ba882b.wdb	enUS	12340		2026-09-11.2
7	9e05419686f30c22bc8d043becf69d61a28bb45e2a9eb761396c550cd510f428	npccache	npccache.wdb	Rexxar - Conquest of Azeroth	Rexxar	Conquest of Azeroth	conquest-of-azeroth	modes.json	107	2026-08-31	sources/7/9e05419686f30c22bc8d043becf69d61a28bb45e2a9eb761396c550cd510f428.wdb	enUS	12340	43504e573430000053556e6540010000010000006f60736a	2026-09-11.2
8	24f37a82598a8d12dfb676879858e0d8432859de540613956e9da02c661bef95	pagetextcache	pagetextcache.wdb	Rexxar - Conquest of Azeroth	Rexxar	Conquest of Azeroth	conquest-of-azeroth	modes.json	8	2026-08-31	sources/8/24f37a82598a8d12dfb676879858e0d8432859de540613956e9da02c661bef95.wdb	enUS	12340	585450573430000053556e650c000000010000006f60736a	2026-09-11.2
9	46f187ec811b0946eb24cb1b56d6ca0e4b49803bb97ef4ca92338c4b861b8f74	questcache	questcache.wdb	Rexxar - Conquest of Azeroth	Rexxar	Conquest of Azeroth	conquest-of-azeroth	modes.json	451	2026-08-31	sources/9/46f187ec811b0946eb24cb1b56d6ca0e4b49803bb97ef4ca92338c4b861b8f74.wdb	enUS	12340	545351573430000053556e65e4280000030000006f60736a	2026-09-11.2
10	44048ec3999ae85c0097811549d5a25382f1c328909b4781b7abf0fb126388bf	(non-standard)	questcacheaddon.wdb	Rexxar - Conquest of Azeroth	Rexxar	Conquest of Azeroth	conquest-of-azeroth	modes.json	0	2026-08-26	sources/10/44048ec3999ae85c0097811549d5a25382f1c328909b4781b7abf0fb126388bf.wdb	unknown	1787155823		2026-09-11.2
11	e5f6218c9aefb3e22ba91ecfb4e37e1cb0e4835ba208dbed2573ea061908078c	wowcache	wowcache.wdb	Rexxar - Conquest of Azeroth	Rexxar	Conquest of Azeroth	conquest-of-azeroth	modes.json	0	2026-08-31	sources/11/e5f6218c9aefb3e22ba91ecfb4e37e1cb0e4835ba208dbed2573ea061908078c.wdb	enUS	12340		2026-09-11.2
12	eaaa37d55ebd919505eccfec1413272ec8cd8a3664b0cd8789a41cb1c0bd27d6	creaturecache	creaturecache.wdb	Rexxar - Conquest of Azeroth	Rexxar	Conquest of Azeroth	conquest-of-azeroth	modes.json	7250	2026-08-23	sources/12/eaaa37d55ebd919505eccfec1413272ec8cd8a3664b0cd8789a41cb1c0bd27d6.wdb	enUS	12340	424f4d573430000053556e656c000000010000006f013c6a	2026-09-11.2
13	48bc07b47a6cb776ecd98a83f9b915476d7078a469e1d32d715374ed302f461e	gameobjectcache	gameobjectcache.wdb	Rexxar - Conquest of Azeroth	Rexxar	Conquest of Azeroth	conquest-of-azeroth	modes.json	6278	2026-08-23	sources/13/48bc07b47a6cb776ecd98a83f9b915476d7078a469e1d32d715374ed302f461e.wdb	enUS	12340	424f47573430000053556e65a0000000010000006f013c6a	2026-09-11.2
14	7a1b2b33755022d5cfbb632785b9fdaeb0c54a1db037960ef6e4b92a911e79af	itemcache	itemcache.wdb	Rexxar - Conquest of Azeroth	Rexxar	Conquest of Azeroth	conquest-of-azeroth	modes.json	33350	2026-08-23	sources/14/7a1b2b33755022d5cfbb632785b9fdaeb0c54a1db037960ef6e4b92a911e79af.wdb	enUS	12340	424449573430000053556e6504020000050000006f013c6a	2026-09-11.2
15	f0ac2c2e27f7c443998e4d3e84da09ca9dec8c2825c25633289fcb0e9b97ba83	itemnamecache	itemnamecache.wdb	Rexxar - Conquest of Azeroth	Rexxar	Conquest of Azeroth	conquest-of-azeroth	modes.json	344	2026-08-23	sources/15/f0ac2c2e27f7c443998e4d3e84da09ca9dec8c2825c25633289fcb0e9b97ba83.wdb	enUS	12340	42444e573430000053556e6508000000010000006f013c6a	2026-09-11.2
16	eb6657515404278930ce2c63fe51c1193aff5a4faa24ec56cd922fa3ce7347d4	(non-standard)	itemstatcache.wdb	Rexxar - Conquest of Azeroth	Rexxar	Conquest of Azeroth	conquest-of-azeroth	modes.json	0	2026-08-23	sources/16/eb6657515404278930ce2c63fe51c1193aff5a4faa24ec56cd922fa3ce7347d4.wdb	unknown	1787155823		2026-09-11.2
17	9bdf199cb9eafbc520a49c2895b2e55b73c3c197a45a727836cac2075f2ee2d0	itemtextcache	itemtextcache.wdb	Rexxar - Conquest of Azeroth	Rexxar	Conquest of Azeroth	conquest-of-azeroth	modes.json	0	2026-08-23	sources/17/9bdf199cb9eafbc520a49c2895b2e55b73c3c197a45a727836cac2075f2ee2d0.wdb	enUS	12340		2026-09-11.2
18	ff5ba795c4517d49b8cb0800f6016eb9ad957771a06d1e45ad6de9d2e452966d	npccache	npccache.wdb	Rexxar - Conquest of Azeroth	Rexxar	Conquest of Azeroth	conquest-of-azeroth	modes.json	415	2026-08-23	sources/18/ff5ba795c4517d49b8cb0800f6016eb9ad957771a06d1e45ad6de9d2e452966d.wdb	enUS	12340	43504e573430000053556e6540010000010000006f013c6a	2026-09-11.2
19	3b5f362332660f0b16c4d2d0a52402d1232be1ad64597d2bc65eb1ed2df43891	pagetextcache	pagetextcache.wdb	Rexxar - Conquest of Azeroth	Rexxar	Conquest of Azeroth	conquest-of-azeroth	modes.json	27	2026-08-23	sources/19/3b5f362332660f0b16c4d2d0a52402d1232be1ad64597d2bc65eb1ed2df43891.wdb	enUS	12340	585450573430000053556e650c000000010000006f013c6a	2026-09-11.2
20	dab7c7f3cf56159818dbbff06e9474f212530c0d141c3c35d18a44a049eb411a	questcache	questcache.wdb	Rexxar - Conquest of Azeroth	Rexxar	Conquest of Azeroth	conquest-of-azeroth	modes.json	1153	2026-08-23	sources/20/dab7c7f3cf56159818dbbff06e9474f212530c0d141c3c35d18a44a049eb411a.wdb	enUS	12340	545351573430000053556e65e4280000030000006f013c6a	2026-09-11.2
21	ccbfcc043e8fedd8f9e3150a80f7fec0aa4e658a8614d1e2046243f26a68ff6c	(non-standard)	questcacheaddon.wdb	Rexxar - Conquest of Azeroth	Rexxar	Conquest of Azeroth	conquest-of-azeroth	modes.json	0	2026-08-22	sources/21/ccbfcc043e8fedd8f9e3150a80f7fec0aa4e658a8614d1e2046243f26a68ff6c.wdb	unknown	1787155823		2026-09-11.2
22	98c3146a7eda3887273dc190edfa3ddeede44d68920872f1c238042d75e950db	wowcache	wowcache.wdb	Rexxar - Conquest of Azeroth	Rexxar	Conquest of Azeroth	conquest-of-azeroth	modes.json	0	2026-08-23	sources/22/98c3146a7eda3887273dc190edfa3ddeede44d68920872f1c238042d75e950db.wdb	enUS	12340		2026-09-11.2
23	78811e9ea3df422005f16d41008b10f60edcd68e414854468bfad8f8f2aabdbc	creaturecache	creaturecache.wdb	Vol'jin - Conquest of Azeroth	Vol'jin	Conquest of Azeroth	conquest-of-azeroth	modes.json	254	2026-08-07	sources/23/78811e9ea3df422005f16d41008b10f60edcd68e414854468bfad8f8f2aabdbc.wdb	enUS	12340	424f4d573430000053556e656c000000010000006f60736a	2026-09-11.2
24	9103d9911d73d70b7244e1a6985253a2b4a30a45ca150d95d8501b8524977178	gameobjectcache	gameobjectcache.wdb	Vol'jin - Conquest of Azeroth	Vol'jin	Conquest of Azeroth	conquest-of-azeroth	modes.json	24	2026-08-07	sources/24/9103d9911d73d70b7244e1a6985253a2b4a30a45ca150d95d8501b8524977178.wdb	enUS	12340	424f47573430000053556e65a0000000010000006f60736a	2026-09-11.2
25	06f7151eaaf3c3853169638ba8bf1c15bca5eb4ca794f975d8a38fce86c338a6	itemcache	itemcache.wdb	Vol'jin - Conquest of Azeroth	Vol'jin	Conquest of Azeroth	conquest-of-azeroth	modes.json	199	2026-08-07	sources/25/06f7151eaaf3c3853169638ba8bf1c15bca5eb4ca794f975d8a38fce86c338a6.wdb	enUS	12340	424449573430000053556e6504020000050000006f60736a	2026-09-11.2
26	3f2b289a6130120cc1560ee643bf90f54204167a7f24185c022536053126194b	itemnamecache	itemnamecache.wdb	Vol'jin - Conquest of Azeroth	Vol'jin	Conquest of Azeroth	conquest-of-azeroth	modes.json	0	2026-08-07	sources/26/3f2b289a6130120cc1560ee643bf90f54204167a7f24185c022536053126194b.wdb	enUS	12340		2026-09-11.2
27	362136a7c9f449800128258e67fc2fe8a58878b4222fb95eb605681fe29fbc21	(non-standard)	itemstatcache.wdb	Vol'jin - Conquest of Azeroth	Vol'jin	Conquest of Azeroth	conquest-of-azeroth	modes.json	0	2026-08-07	sources/27/362136a7c9f449800128258e67fc2fe8a58878b4222fb95eb605681fe29fbc21.wdb	unknown	1785946223		2026-09-11.2
28	61f4e343034bbb3d2d46918e725164652db373ca4f109de5411b0c7cf7ba882b	itemtextcache	itemtextcache.wdb	Vol'jin - Conquest of Azeroth	Vol'jin	Conquest of Azeroth	conquest-of-azeroth	modes.json	0	2026-08-07	sources/28/61f4e343034bbb3d2d46918e725164652db373ca4f109de5411b0c7cf7ba882b.wdb	enUS	12340		2026-09-11.2
29	6a999ea5785056b0723c5f44b23358f6839a799885ad05891cebf8abdd371745	npccache	npccache.wdb	Vol'jin - Conquest of Azeroth	Vol'jin	Conquest of Azeroth	conquest-of-azeroth	modes.json	0	2026-08-07	sources/29/6a999ea5785056b0723c5f44b23358f6839a799885ad05891cebf8abdd371745.wdb	enUS	12340		2026-09-11.2
30	4e9562247e3211fe5656a9466c40afa5be411dbffa10e82e02fa2d63916cd502	pagetextcache	pagetextcache.wdb	Vol'jin - Conquest of Azeroth	Vol'jin	Conquest of Azeroth	conquest-of-azeroth	modes.json	0	2026-08-07	sources/30/4e9562247e3211fe5656a9466c40afa5be411dbffa10e82e02fa2d63916cd502.wdb	enUS	12340		2026-09-11.2
31	0645a9c01ee9f506e1fc3d61d4bdb62bc10260567b33771f34493eecbc4c8def	questcache	questcache.wdb	Vol'jin - Conquest of Azeroth	Vol'jin	Conquest of Azeroth	conquest-of-azeroth	modes.json	58	2026-08-07	sources/31/0645a9c01ee9f506e1fc3d61d4bdb62bc10260567b33771f34493eecbc4c8def.wdb	enUS	12340	545351573430000053556e65e4280000030000006f60736a	2026-09-11.2
32	e5f6218c9aefb3e22ba91ecfb4e37e1cb0e4835ba208dbed2573ea061908078c	wowcache	wowcache.wdb	Vol'jin - Conquest of Azeroth	Vol'jin	Conquest of Azeroth	conquest-of-azeroth	modes.json	0	2026-08-07	sources/32/e5f6218c9aefb3e22ba91ecfb4e37e1cb0e4835ba208dbed2573ea061908078c.wdb	enUS	12340		2026-09-11.2
